Codigo|Produtos|Codigo.Fiscal Regime Simples|Codigo.Fiscal Regime Normal|NCM|CST ICMS|CST PIS/ COFINS NA ENTRADA|CST PIS/ COFINS NA SAÍDA|CFOP
5719|LAMINA CURUPIXA JUNTADA 2.80X0.60|44089090.5102.0101.0000|44089090.5405.0060.0000|4411.13.91|00|50|01|5102
SLC-012/MOG|LAMINA MOGNO ESCURO 2.80X0.60|44089090.5102.0101.0000|44089090.5405.0060.0000|4411.13.91|00|50|01|5102
405|CADEADO STAM 40|83011000.5405.0500.0000|83011000.5405.0060.0000|8301.10.00|60|50|01|5405
5724|FECHO ROLETE|83014000.5405.0500.0000|83014000.5405.0060.0000|8301.40.00|60|50|01|5405
5710|RISCADOR DE FORM|82073000.5405.0500.0000|82073000.5405.0060.0000|8207.30.00|60|50|01|5405
5711|MARTELO P/VIDRACEIRO|82052000.5405.0500.0000|82052000.5405.0060.0000|8205.20.00|60|50|01|5405
5712|FITA TOPO 35MM C 50M NOCE BRIENZA|39204900.5405.0500.0000|39204900.5405.0060.0000|3920.49.00|60|50|01|5405
5914|FITA TOPO 19MM C 50M MARFIM LINHEIRO|39204900.5405.0500.0000|39204900.5405.0060.0000|3920.49.00|60|50|01|5405
5714|FITA TOPO 19MM C 50M IMBUIA|39204900.5102.0101.0000|39204900.5102.0000.2000|3920.49.00|60|50|01|5405
5715|FITA TOPO 19MM C 50M PEROBA|39204900.5405.0500.0000|39204900.5405.0060.0000|3920.49.00|60|50|01|5405
5916|FITA TOPO 19MM C 50M NOCE BRIANZA|39204900.5405.0500.0000|39204900.5405.0060.0000|3920.49.00|60|50|01|5405
5917|FITA TOPO 19MM C 50M FINE LINE|39204900.5405.0500.0000|39204900.5405.0060.0000|3920.49.00|60|50|01|5405
5918|FITA TOPO 35MM C 50M MARFIM LINHEIRO|39204900.5405.0500.0000|39204900.5405.0060.0000|3920.49.00|60|50|01|5405
5919|FITA TOPO 35MM C 50M PEROBA DO CAMPO|39204900.5405.0500.0000|39204900.5405.0060.0000|3920.49.00|60|50|01|5405
5920|FITA TOPO 35MM C 50M FINE LINE|39204900.5405.0500.0000|39204900.5405.0060.0000|3920.49.00|60|50|01|5405
5921|FITA TOPO 22MM C 50M NOCE BRIENZA|39204900.5405.0500.0000|39204900.5405.0060.0000|3920.49.00|60|50|01|5405
5922|FITA TOPO 22MM C 50M MARFIM LINHEIRO|39204900.5405.0500.0000|39204900.5405.0060.0000|3920.49.00|60|50|01|5405
5923|FITA TOPO 22MM C 50M PEROBA DO CAMPO|39204900.5405.0500.0000|39204900.5405.0060.0000|3920.49.00|60|50|01|5405
5924|FITA TOPO 22MM C 50M FINE LINE|39204900.5405.0500.0000|39204900.5405.0060.0000|3920.49.00|60|50|01|5405
98563|ANGELIM BRUTO 7,5 CM|44079990.5102.0101.0000|44079990.5405.0060.0000|4407.99.90|00|50|01|5102
9564|CAIX ANGELIN 13CM MONT 2,10X60|||4418.20.00|00|50|01|5102
9565|CAIX ANGELIN 13CM MONT 2,10X70|||4418.20.00|00|50|01|5102
9566|CAIX ANGELIN 15CM MONT 2,10X60|||4418.20.00|00|50|01|5102
9567|CAIX ANGELIN 15CM MONT 2,10X70|||4418.20.00|00|50|01|5102
5730|DISCO BRASKOKI|||6804.21.19|60|50|01|5405
5732|MASCARA P/PINTURA 3M DOBRAVEL|63079010.5405.0500.0000|63079010.5405.0060.0000|6307.90.10|00|50|01|5102
5733|PROTETOR AUDITIVO 3M|||4015.90.00|00|50|01|5102
5736|BROCA DORMER AR VIDEA 6.0|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
5738|BROCA DORMER AR VIDEA 7.0|82075011.5405.0500.0000|82075011.5405.0060.0000|8207.50.11|60|50|01|5405
5742|LAMINA IPE NATURAL|||4413.00.00|00|50|01|5102
5743|PAP 55 2 LADOS 80CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
5744|PAP 55 2 LADOS 70CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
5745|PAP 63 2 LADOS 80CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
5765|MOLDURA M20 PINUS|44140000.5102.0101.0000|44140000.5102.0000.2000|4414.00.00|00|50|01|5102
5766|MOLDUQ M21|||DÚVIDA|NT|NT|NT|
5767|MOLDUQ M22|||DÚVIDA|NT|NT|NT|
5789-|CHAPA RETANGULAR|||DÚVIDA|NT|NT|NT|
5790|PUX MITAL 230/128 AL CR|||8302.42.00|00|50|01|5102
5791|PUX MITAL 231/160 AL CR|||8302.42.00|00|50|01|5102
5792|PUX MITAL 232/193 AL CR|||8302.42.00|00|50|01|5102
5793|PUX MITAL 230/300 AL CR|||8302.42.00|00|50|01|5102
112/64|PUX MITAL 112/064 AL CR|||8302.42.00|00|50|01|5102
113/96|PUX MITAL 113/096 AL CR|||8302.42.00|00|50|01|5102
114/128|PUX MITAL 114/128 AL CR|||8302.42.00|00|50|01|5102
112/64/|PUX MITAL 112/064 AL ESC|||8302.42.00|00|50|01|5102
113/96.|PUX MITAL 113/096 AL ESC|||8302.42.00|00|50|01|5102
114/128.|PUX MITAL 114/128 AL ESC|||8302.42.00|00|50|01|5102
5804|PUX MITAL 180 AL CR|||8302.42.00|00|50|01|5102
5805|PUX MITAL 181/128 AL CROM|||8302.42.00|00|50|01|5102
5806|PUX MITAL 182/160 AL CROM|||8302.42.00|00|50|01|5102
5807|PUX MITAL 183/192 AL CR|||8302.42.00|00|50|01|5102
5808|PUX MITAL 184/224 AL CROM|||8302.42.00|00|50|01|5102
5809|PUX MITAL 186/064 AL ESC|||8302.42.00|00|50|01|5102
5810|PUX MITAL 187/096 AL ESC|||8302.42.00|00|50|01|5102
5811|PUX MITAL 188/288 AL ESC|||8302.42.00|00|50|01|5102
5812|PUX MITAL 189/160 AL ESC|||8302.42.00|00|50|01|5102
5813|PUX MITAL 190/192 AL ESC|||8302.42.00|00|50|01|5102
5814|PUX MITAL 186/300 AL ESC|||8302.42.00|00|50|01|5102
5815|PUX MITAL 186/400 AL ESC|||8302.42.00|00|50|01|5102
5816|PUX MITAL 270/096 AL CR|||8302.42.00|00|50|01|5102
5817|PUX MITAL 271 AL CR|||8302.42.00|00|50|01|5102
5818|PUX MITAL 272 AL CR|||8302.42.00|00|50|01|5102
5819|PUX MITAL 273 AL CR|||8302.42.00|00|50|01|5102
5820|PUX MITAL 274 AL CR|||8302.42.00|00|50|01|5102
5821|PUX MITAL 275 AL CR|||8302.42.00|00|50|01|5102
5822|PUX MITAL 270/400 AL CR|||8302.42.00|00|50|01|5102
5823|PUX MITAL 270/096 AL ESC|||8302.42.00|00|50|01|5102
5824|PUX MITAL 271 AL ESC|||8302.42.00|00|50|01|5102
5825|PUX MITAL 272 AL ESC|||8302.42.00|00|50|01|5102
5826|PUX MITAL 273 AL ESC|||8302.42.00|00|50|01|5102
5827|PUX MITAL 274 AL ESC|||8302.42.00|00|50|01|5102
5828|PUX MITAL 275 AL ESC|||8302.42.00|00|50|01|5102
270/400 AL ES|PUX MITAL 270/400 AL ESC|||8302.42.00|00|50|01|5102
5830|PUX MITAL 220/096 AL CROM|||8302.42.00|00|50|01|5102
5831|PUX MITAL 221/128 AL CROM|||8302.42.00|00|50|01|5102
5832|PUX MITAL 222/160 AL CROM|||8302.42.00|00|50|01|5102
5834|PUX MITAL 220/500 AL CROM|||8302.42.00|00|50|01|5102
5835|PUX MITAL 220/040 AL CROM|||8302.42.00|00|50|01|5102
5836|PUX MITAL 220/096 AL ESC|||8302.42.00|00|50|01|5102
5837|PUX MITAL 221/128 AL ESC|||8302.42.00|00|50|01|5102
5838|PUX MITAL 222/160 AL ESC|||8302.42.00|00|50|01|5102
5839|PUX MITAL 223/192 AL ESC|||8302.42.00|00|50|01|5102
5840|PUX MITAL 220/300 AL ESC|||8302.42.00|00|50|01|5102
5841|PUX MITAL 220/300 AL CROM|||8302.42.00|00|50|01|5102
5842|PUX MITAL 186/064 AL CROM|||8302.42.00|00|50|01|5102
5843|PUX MITAL 187/096 AL CROM|||8302.42.00|00|50|01|5102
5844|PUX MITAL 188/128 AL CROM|||8302.42.00|00|50|01|5102
5845|PUX MITAL 189/160 AL CROM|||8302.42.00|00|50|01|5102
5846|PUX MITAL 190/192 AL CROM|||8302.42.00|00|50|01|5102
5847|PUX MITAL 186/300 AL CROM|||8302.42.00|00|50|01|5102
5848|PUX MITAL 186/400 AL CROM|||8302.42.00|00|50|01|5102
5849|PUX MITAL 230/096 AL CR|||8302.42.00|00|50|01|5102
5850|PUX MITAL 226/128 AL ES|||8302.42.00|00|50|01|5102
5851|PUX MITAL 227/160 AL ESC|||8302.42.00|00|50|01|5102
5852|PUX MITAL 228/192 AL ESC|||8302.42.00|00|50|01|5102
5853|PUX MITAL 225/300 AL ESC|||8302.42.00|00|50|01|5102
5854|PUX MITAL 225/400 AL ESC|||8302.42.00|00|50|01|5102
5855|PUX MITAL 230/128 AL ESC|||8302.42.00|00|50|01|5102
5856|PUX MITAL 231/160 AL ESC|||8302.42.00|00|50|01|5102
5857|PUX MITAL 232/192 AL ESC|||8302.42.00|00|50|01|5102
5858|PUX MITAL 230/300 AL ESC|||8302.42.00|00|50|01|5102
5859|PUX MITAL 230/400 AL ESC|||8302.42.00|00|50|01|5102
5860|PUX MITAL 180/300 AL CROM|||8302.42.00|00|50|01|5102
5861|PUX MITAL 180/400 AL CR|||8302.42.00|00|50|01|5102
5862|PUX MITAL 180 AL ESC|||8302.42.00|00|50|01|5102
5863|PUX MITAL 181/128 AL ESC|||8302.42.00|00|50|01|5102
5865|PUX MITAL 183/192 AL ESC|||8302.42.00|00|50|01|5102
5866|PUX MITAL 184/224 AL ESC|||8302.42.00|00|50|01|5102
5867|PUX MITAL 180/300 AL ESC|||8302.42.00|00|50|01|5102
5868|PUX MITAL 180/400 AL ESC|||8302.42.00|00|50|01|5102
5870|PUX MITAL 230/400 AL CR|||8302.42.00|00|50|01|5102
690009|690008GANCHO REDE FLO|83024100.5405.0500.0000|83024100.5405.0060.0000|8302.41.00|60|50|01|5405
5872|LEVANTADOS MUNDIAL P/JAN PAR LO|||DÚVIDA|NT|NT|NT|
5873|BANCO DE SUCUPIRA MEDIO|||9403.60.00|00|50|01|5102
5874|PUX 114 P PRETO|||8302.42.00|00|50|01|5102
1|PUX 114 PP PRETO|||8302.42.00|00|50|01|5102
2|PUX 114 P BRANCO|||8302.42.00|00|50|01|5102
124|PUX 124 P PRETO|||8302.42.00|00|50|01|5102
124|PUX 124 PP PRETO|||8302.42.00|00|50|01|5102
124|PUX 124 P BRANCO|||8302.42.00|00|50|01|5102
124|PUX 124 PP BRANCO|||8302.42.00|00|50|01|5102
117|PUX 117 P BRANCO|||8302.42.00|00|50|01|5102
11700|PUX 117 PP BRANCO|||8302.42.00|00|50|01|5102
117|PUX 117 P PRETO|||8302.42.00|00|50|01|5102
1170|PUX 117 PP PRETO|||8302.42.00|00|50|01|5102
5876|PISTOLA P/PINTURA|||8424.20.00|00|50|01|5102
32659|LAMINA ANGELIM JUNTADA 2.80X0.60|44089090.5102.0101.0000|44089090.5405.0060.0000|4411.13.91|00|50|01|5102
LDVD31E PT|PORTA DVD C/ENCOSTO PRETO|||DÚVIDA|NT|NT|NT|
2006|MADEIRA MARFIM PARAGUAI 7CM|||4407.99.90|00|50|01|5102
2007|MADEIRA MARFIM 10,0|||4407.99.90|00|50|01|5102
5882|MADEIRA CEDRO 4,0|||4407.29.10|00|50|01|5102
5883|CAIX ITAUBA 13CM 70|||4418.20.00|00|50|01|5102
5884|CAIX ITAUBA 13CM 80|||4418.20.00|00|50|01|5102
5885|CAIX ITAUBA 15CM 70|||4418.20.00|00|50|01|5102
5886|CAIX ITAUBA 15CM 80|||4418.20.00|00|50|01|5102
5888|PORTA FOL 13CM RETA 2,10X1,60 P007R|||4418.20.00|00|50|01|5102
5889|PORTA FOL 13CM RETA 2,10X1,80 P007R|||4418.20.00|00|50|01|5102
5890|PORTA VITROART FOL CORR COL 2,30X1,80|44181000.5405.0500.0000|44181000.5405.0060.0000|4418.10.00|00|50|01|5102
5891|PORTA VITROART FOL CORR COL 2,30X1,60 AN|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.10.00|00|50|01|5102
5909|JAN IMP 13CM DP A/A VEN/VID 1.00X1.00 J0|||4418.10.00|00|50|01|5102
5910|JAN IMP 13CM DP A/A VEN/VID 1.00X1.20 J0|||4418.10.00|00|50|01|5102
5911|JAN IMP 13CM DP A/A VEN/VID 1.20X1.00 J0|||4418.10.00|00|50|01|5102
5912|JAN IMP 13CM DP A/A VEN/VID 1.20X1.20 J0|||4418.10.00|00|50|01|5102
5913|JAN IMP 13CM DP A/A VEN/VID 1.20X1.50 J0|||4418.10.00|00|50|01|5102
5915|JAN IMP 13CM DP A/A VEN/VID 1.20X2.00 J0|||4418.10.00|00|50|01|5102
5926|JAN COL 13CM DP A/C VEN/VID 1.00X1.00 J0|||4418.10.00|00|50|01|5102
5925|JAN COL 13CM DP A/C VEN/VID 1.00X1.20 J0|||4418.10.00|00|50|01|5102
5927|JAN COL 13CM DP A/C VEN/VID 1.20X1.00 J0|||4418.10.00|00|50|01|5102
5928|JAN COL 13CM DP A/C VEN/VID 1.20X1.20 J0|||4418.10.00|00|50|01|5102
5930|JAN COL 13CM DP A/C VEN/VID 1.20X1.50 J0|||4418.10.00|00|50|01|5102
5931|JAN COL 13CM DP A/C VEN/VID 1.20X2.00 J0|||4418.10.00|00|50|01|5102
5932|JAN RETA 13CM DP A/A VEN/VID 1.00X1.00|||4418.10.00|00|50|01|5102
5933|JAN RETA 13CM DP A/A VEN/VID 1.20X1.00|||4418.10.00|00|50|01|5102
5934|JAN RETA 13CM DP A/A VEN/VID 1.20X1.00|||4418.10.00|00|50|01|5102
5935|JAN RETA 13CM DP A/A VEN/VID 1.20X1.20|||4418.10.00|00|50|01|5102
5937|JAN RETA 13CM DP A/A VEN/VID 1.20X1.50|||4418.10.00|00|50|01|5102
5938|JAN RETA 13CM DP A/A VEN/VID 1.20X2.00|||4418.10.00|00|50|01|5102
5939|JAN COL 9CM V/V 1.00X1.00 J013|||4418.10.00|00|50|01|5102
5936|JAN COL 9CM V/V 1.20X1.00 J013|||4418.10.00|00|50|01|5102
5940|JAN COL 9CM V/V 1.20X1.00 J013|||4418.10.00|00|50|01|5102
5941|JAN COL 9CM V/V 1.20X1.20 J013|||4418.10.00|00|50|01|5102
5942|JAN COL 9CM V/V 1.20X1.50 J013|||4418.10.00|00|50|01|5102
5943|JAN COL 9CM V/V 1.20X2.00 J013|||4418.10.00|00|50|01|5102
5947|JAN COL 13CM VEN FIXA VID CORRER 1.00X1.|||4418.10.00|00|50|01|5102
5944|JAN COL 13CM VEN FIXA VID CORRER 1.00X1.|||4418.10.00|00|50|01|5102
5945|JAN COL 13CM VEN FIXA VID CORR 1.20X1.00|||4418.10.00|00|50|01|5102
5946|JAN COL 13CM VEN FIXA VID CORRER 1.20X1.|||4418.10.00|00|50|01|5102
5948|JAN COL 13CM VEN FIXA VID CORRE 1.20X1.0|||4418.10.00|00|50|01|5102
5949|JAN COL 13CM VEN FX VID CORRER 1.20X2.00|||4418.10.00|00|50|01|5102
5950|JAN COL 13CM VID FX VID CORRER 1.00X1.00|||4418.10.00|00|50|01|5102
5951|JAN COL 13CM VID FX VID CORRER 1.00X1.20|||4418.10.00|00|50|01|5102
5952|JAN COL 13CM VID FIXA VID CORRER 1.20X1.|||4418.10.00|00|50|01|5102
5953|JAN COL 13CM VID FX VID CORRER 1.20X1.20|||4418.10.00|00|50|01|5102
5954|JAN COL 13CM VID FX VID CORRER 1.20X1.50|||4418.10.00|00|50|01|5102
5955|JAN COL 13CM VID FX VID CORRER 1.20X2.00|||4418.10.00|00|50|01|5102
5956|JAN RETA 13CM VEN FIXA VID COR 1.00X1.00|||4418.10.00|00|50|01|5102
5957|JAN RETA 13CM VEN FIXA VID COR 1.00X1.20|||4418.10.00|00|50|01|5102
5958|JAN RETA 13CM VEN FIXA VID COR 1.20X1.00|||4418.10.00|00|50|01|5102
5959|JAN RETA 13CM VEN FIXA VID COR 1.20X1.20|||4418.10.00|00|50|01|5102
5960|JAN RETA 13CM VEN FIXA VID COR 1.20X1.50|||4418.10.00|00|50|01|5102
5961|JAN RETA 13CM VEN FIXA VID COR 1.20X2.00|||4418.10.00|00|50|01|5102
5962|JAN RETA 13CM VID FIXA VID COR 1.00X1.0|||4418.10.00|00|50|01|5102
5963|JAN RETA 13CM VID FIXA VID COR 1.00X1.2|||4418.10.00|00|50|01|5102
5964|JAN RETA 13CM VID FIXA VID COR 1.20X1.0|||4418.10.00|00|50|01|5102
5965|JAN RETA 13CM VID FIXA VID COR 1.20X1.5|||4418.10.00|00|50|01|5102
5966|JAN RETA 13CM VID FIXA VID COR. 1.20X1.2|||4418.10.00|00|50|01|5102
5967|JAN RETA 13CM VID FIXA VID COR. 1.20X2.0|||4418.10.00|00|50|01|5102
5968|PORTA COL 13 DP A/A VEN/VID 2.30X1.50|||4418.20.00|00|50|01|5102
5969|JAN COL 9CM VEN FIX VID COR 1.00X1.00 J0|||4418.10.00|00|50|01|5102
5970|JAN COL 9CM VEN FIX VID COR 1.20X1.00 J|||4418.10.00|00|50|01|5102
5971|JAN COL 9CM VEN FIX VID COR 1.20X1.00 J0|||4418.10.00|00|50|01|5102
5972|JAN COL 9CM VEN FIX VID COR 1.20X1.20 J0|||4418.10.00|00|50|01|5102
5973|JAN COL 9CM VEN FIX VID COR 1.20X1.50 J0|||4418.10.00|00|50|01|5102
5974|JAN COL 9CM VEN FIX VID COR 1.20X2.00 J0|||4418.10.00|00|50|01|5102
5975|JAN RETA 9CM VEN FIX V/COR 1.00X1.00 J00|||4418.10.00|00|50|01|5102
5976|JAN RETA 9CM VEN FIX V/COR 1.00X1.20 J00|||4418.10.00|00|50|01|5102
5977|JAN RETA 9CM VEN FIX V/COR 1.20X1.00 J00|||4418.10.00|00|50|01|5102
5979|JAN RETA 9CM VEN FIX V/COR 1.20X1.50 J00|||4418.10.00|00|50|01|5102
5980|JAN RETA 9CM VEN FIX V/COR 1.20X2.00 J00|||4418.10.00|00|50|01|5102
5981|JAN COL 9CM VID FIX VID COR 1.00X1.00 J0|||4418.10.00|00|50|01|5102
5982|JAN COL 9CM VID FIX VID COR 1.20X1.00 J|||4418.10.00|00|50|01|5102
5983|JAN COL 9CM VID FIX VID COR 1.20X1.00 J0|||4418.10.00|00|50|01|5102
5984|JAN COL 9CM VID FIX VID COR 1.20X1.20 J0|||4418.10.00|00|50|01|5102
5985|JAN COL 9CM VID FIX VID COR 1.20X1.50 J0|||4418.10.00|00|50|01|5102
5986|JAN COL 9CM VID FIX VID COR 1.20X2.00 J0|||4418.10.00|00|50|01|5102
5987|JAN RETA 9CM VID FIX V/COR 1.00X1.00 J0|||4418.10.00|00|50|01|5102
5988|JAN RETA 9CM VID FIX V/COR 1.20X1.00 J0|||4418.10.00|00|50|01|5102
5989|JAN RETA 9CM VID FIX V/COR 1.20X1.00 J0|||4418.10.00|00|50|01|5102
5990|JAN RETA 9CM VID FIX V/COR 1.20X1.20 J0|||4418.10.00|00|50|01|5102
5991|JAN RETA 9CM VID FIX V/COR 1.20X1.50 J0|||4418.10.00|00|50|01|5102
5992|JAN RETA 9CM VID FIX V/COR 1.20X2.00 J0|||4418.10.00|00|50|01|5102
5993|PORTA IMP 13 DP A/A VEN/VID 2.10X1.00|||4418.20.00|00|50|01|5102
5994|PORTA IMP 13 DP A/A VEN/VID 2.10X1.20|||4418.20.00|00|50|01|5102
5995|PORTA IMP 13 DP A/A VEN/VID 2.10X1.50|||4418.20.00|00|50|01|5102
5996|PORTA COL 13 DP A/A VEN/VID 2.30X1.00|||4418.20.00|00|50|01|5102
5997|PORTA COL 13 DP A/A VEN/VID 2.30X1.20|||4418.20.00|00|50|01|5102
5998|PORTA RETA 13 DP A/A VEN/VID 2,10X1,00|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
5999|PORTA RETA 13 DP A/A VEN/VID 2.10X1.20|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
6000|PORTA RETA 13 DP A/A VEN/VID 2.10X1.50|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
6001|JAN COL 13CM VID LAT C/ESC 1.00X1.00 J00|||4418.10.00|00|50|01|5102
6002|JAN COL 13CM VID LAT C/ESC 1.00X1.20 J00|||4418.10.00|00|50|01|5102
6003|JAN COL 13CM VID LAT C/ESC 1.20X1.00 J00|||4418.10.00|00|50|01|5102
6004|JAN COL 13CM VID LAT C/ESC 1.20X1.20 J00|||4418.10.00|00|50|01|5102
6005|JAN COL 13CM VID LAT C/ESC 1.20X1.50 J00|||4418.10.00|00|50|01|5102
6006|JAN COL 13CM VID LAT C/ESC 1.20X2.00 J00|||4418.10.00|00|50|01|5102
6007|JAN RETA 13CM VID LAT C/ESC 1.00X1.00 J0|||4418.10.00|00|50|01|5102
6008|JAN RETA 13CM VID LAT C/ESC 1.20X1.00 J|||4418.10.00|00|50|01|5102
6009|JAN RETA 13CM VID LAT C/ESC 1.20X1.00 J0|||4418.10.00|00|50|01|5102
6010|JAN RETA 13CM VID LAT C/ESC 1.20X1.20 J0|||4418.10.00|00|50|01|5102
6011|JAN RETA 13CM VID LAT C/ESC 1.20X1.50 J0|||4418.10.00|00|50|01|5102
6012|JAN RETA 13CM VID LAT C/ESC 1.20X2.00 J0|||4418.10.00|00|50|01|5102
6013|JAN RETA 9CM VID LAT C/ESC 1.00X1.00 J00|||4418.10.00|00|50|01|5102
6014|JAN RETA 9CM VID LAT C/ESC 1.20X1.00 J0|||4418.10.00|00|50|01|5102
6015|JAN RETA 9CM VID LAT C/ESC 1.20X1.00 J00|||4418.10.00|00|50|01|5102
6016|JAN RETA 9CM VID LAT C/ESC 1.20X1.20 J00|||4418.10.00|00|50|01|5102
6017|JAN RETA 9CM VID LAT C/ESC 1.20X1.50 J00|||4418.10.00|00|50|01|5102
6018|JAN RETA 9CM VID LAT C/ESC 1.20X2.00 J0|||4418.10.00|00|50|01|5102
415802|TRILHO PVC D25 2M BRANCO|39162000.5405.0500.0000|39162000.5405.0060.0000|3916.90.90|60|50|01|5405
415804|TRILHO PVC D25 2M MARROM|39162000.5405.0500.0000|39162000.5405.0060.0000|3916.90.90|60|50|01|5405
415815|TRILHO PVC D25 2M BEGE|39162000.5405.0500.0000|39162000.5405.0060.0000|3916.90.90|60|50|01|5405
6027|CONT/MARC COL 13 S/PORTA P26C EUCALIP|||4418.20.00|00|50|01|5102
12314|SUPORTE KROK DOBRAVEL|||DÚVIDA|NT|NT|NT|
6030|FECH P/ PORTAO|83014000.5405.0500.0000|83014000.5405.0060.0000|8301.40.00|60|50|01|5405
3256|LIXA MADEIRA URSINHO A 237-36|68052000.5102.0101.0000|68052000.5102.0000.2000|6805.20.00|00|50|01|5102
6034|PAP 48 1 LADO 80CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
6035|PAP 49 2 LADO 70CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
6036|PAP 49 2 LADOS 80CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
6037|PAP 50 2 LADO 60CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
3068|PAP 50 2 LADOS 70CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
6039|PAP 50 2 LADOS 80CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
6040|PAP 51 2 LADOS 60CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
6041|PAP 51 2 LADOS 70CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
6042|PAP 51 2 LADOS 80CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
6043|PAP 52 2 LADOS 60CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
6044|PAP 52 2 LADOS 70CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
6045|PAP 52 2 LADOS 80CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
6046|PAP 53 2 LADOS 60CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
6047|PAP 53 2 LADOS 70CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
6048|PAP 53 2 LADOS 80CM|44182000.5405.0500.0000|44182000.5405.0060.0000|4418.20.00|00|50|01|5102
6038|KIT SIMPLES BRISE 200 MARFIM|83024200.5102.0101.0000|83024200.5102.0000.2000|8302.42.00|00|50|01|5102
6049|KIT SIMPLES BRISE 200 TABACO|83024200.5102.0101.0000|83024200.5102.0000.2000|8302.42.00|00|50|01|5102
6050|KIT SIMPLES BRISE 200 MOGNO|83024200.5102.0101.0000|83024200.5102.0000.2000|8302.42.00|00|50|01|5102
6051|KIT SIMPLES BRISE 200 CEREJEIRA|83024200.5102.0101.0000|83024200.5102.0000.2000|8302.42.00|00|50|01|5102
6052|KIT SIMPLES BRISE IMBUIA|83024200.5102.0101.0000|83024200.5102.0000.2000|8302.42.00|00|50|01|5102
6053|KIT SIMPLES BRISE 200 BRANCO|83024200.5102.0101.0000|83024200.5102.0000.2000|8302.42.00|00|50|01|5102
6054|KIT SIMPLES MEDIO 300 MARFIM|83024200.5102.0101.0000|83024200.5102.0000.2000|8302.42.00|00|50|01|5102
6055|KIT SIMPLES MEDIO 300 TABACO|83024200.5102.0101.0000|83024200.5102.0000.2000|8302.42.00|00|50|01|5102
6056|KIT SIMPLES MEDIO 300 MOGNO|83024200.5102.0101.0000|83024200.5102.0000.2000|8302.42.00|00|50|01|5102
6057|KIT SIMPLES MEDIO 300 CEREJEIRA|83024200.5102.0101.0000|83024200.5102.0000.2000|8302.42.00|00|50|01|5102
6058|KIT SIMPLES MEDIO 300 IMBUIA|83024200.5102.0101.0000|83024200.5102.0000.2000|8302.42.00|00|50|01|5102
6059|KIT SIMPLES MEDIO 300 BRANCO|83024200.5102.0101.0000|83024200.5102.0000.2000|8302.42.00|00|50|01|5102
6060|KIT SIMPLES MEDIO 150 MARFIM|83024200.5102.0101.0000|83024200.5102.0000.2000|8302.42.00|00|50|01|5102
6061|KIT SIMPLES MEDIO 150 TABACO|83024200.5102.0101.0000|83024200.5102.0000.2000|8302.42.00|00|50|01|5102
6062|KIT SIMPLES MEDIO 150 MOGNO|83024200.5102.0101.0000|83024200.5102.0000.2000|8302.42.00|00|50|01|5102
6063|KIT SIMPLES MEDIO 150 CEREJEIRA|83024200.5102.0101.0000|83024200.5102.0000.2000|8302.42.00|00|50|01|5102
6064|KIT SIMPLES MEDIO 150 IMBUIA|83024200.5102.0101.0000|83024200.5102.0000.2000|8302.42.00|00|50|01|5102
6065|KIT SIMPLES MEDIO 150 BRANCO|83024200.5102.0101.0000|83024200.5102.0000.2000|8302.42.00|00|50|01|5102
TACO DE ALVEN|TACO DE ALVENARIA|||6904.90.00|60|50|01|5405
410350|TRILHO SUP DP CD50 2M|76042100.5405.0500.0000|76042100.5405.0060.0000|7604.21.00|00|50|01|5102
410360|TRILHO SUP DP CD50 3M|76042100.5405.0500.0000|76042100.5405.0060.0000|7604.21.00|00|50|01|5102
6072|GUIA INF DUPLA CD50 2M|||DÚVIDA|NT|NT|NT|
