0077|ASSOALHO CUMARU EXTRA 15X2 CM|M2||64.773|20.00|88.00|145.00|3||500|170.50|0.00|0.00|0.00|145.00|4407.29.20|5.405|-167.9900
0078|PLASTIFICADO  12M/M|CH||62.667|20.00|37.50|61.00|1||500|0.00|0.00|0.00|0.00|61.00|4412.39.00|5.405|-35.0000
0079|JIMO CUPIM 500 ML|UN||69.082|20.00|10.35|17.50|1||102|0.00|0.00|0.00|0.00|17.50|3808.91.92|5.102|0.0000
0080|JIMO CUPIM 900 ML|UN||73.478|20.00|23.00|39.90|1||102|0.00|0.00|0.00|0.00|39.90|3808.91.92|5.102|-39.0000
0081|RODAPE ANGELIN 7 CM|UN||127.273|20.00|3.30|7.50|2||500|0.00|0.00|0.00|0.00|7.50|3909.50.19|5.405|-310.0000
0082|PREGO DE ACO 17X27 KG|UN||107.746|20.00|28.40|59.00|1||500|0.00|0.00|0.00|0.00|59.00|7317.00.90|5.405|-12.0000
0083|PREGO 18X30 C/C KG|UN||175.229|20.00|5.45|15.00|1||500|0.00|0.00|0.00|0.00|15.00|7317.00.90|5.405|-248.0000
0084|PREGO 17X27 C/C KG|UN||120.588|20.00|6.80|15.00|1||500|0.00|0.00|0.00|0.00|15.00|7317.00.90|5.405|-387.0000
0085|PREGO 16X24 C/C KG|UN||195.858|20.00|5.07|15.00|1||500|0.00|0.00|0.00|0.00|15.00|7317.00.90|5.405|8.0000
0086|PREGO 15X15 C/C KG|UN||115.827|20.00|6.95|15.00|1||500|0.00|0.00|0.00|0.00|15.00|7317.00.90|5.405|-128.0000
0088|ARAME RECOZIDO|UN||71.429|20.00|10.50|18.00|1||500|0.00|0.00|0.00|0.00|18.00|7217.10.90|5.405|44.0000
0087|EUCALIPTOS COM 3,00|PC||80.682|20.00|4.40|7.95|1||500|6.30|0.00|0.00|0.00|7.95|4407.99.90|5.405|-1244.0000
0089|EUCALIPTOS COM 6,00|PC||97.333|20.00|7.50|14.80|1||500|5.00|0.00|0.00|0.00|14.80|4407.99.90|5.405|-1313.0000
0090|VITRO RETO ITAUBA 120X120|UN||88.015|20.00|267.00|502.00|1||500|0.00|0.00|0.00|0.00|502.00|4418.10.00|5.405|0.0000
0091|MAX AIR RETO ITAUBA 80X160|UN||66.667|20.00|330.00|550.00|1||500|0.00|0.00|0.00|0.00|550.00|4418.10.00|5.405|4.0000
0093|PORTA VENEZIANA SALIGNA 60X2,10|UN||86.207|20.00|145.00|270.00|1||500|0.00|0.00|0.00|0.00|270.00|4418.20.00|5.405|3.0000
